id,city,region,country_name,latitude,longitude,Genealogical researcher,GLAM professional,Government employee,Legal researcher,Member of the general public,Post-secondary researcher,Student,Teacher,Other Identification,Computer Science,Digital Humanities,Education,Environment/Climate,Gender Studies,Genealogy,Geography,Health,History,Indigenous Land Claims,Indigenous Studies,Information Science,Law,Linguistics,Literature,Political Science,Other Interest
118512630066,Brandon,Manitoba,CA,49.8469,-99.9531,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512626813,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,0,0,1,0,,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,
118512624689,New Glasgow,Nova Scotia,CA,45.5834,-62.6486,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512621254,Ottawa,Ontario,CA,45.448,-75.7434,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118512620893,New Glasgow,Nova Scotia,CA,45.5834,-62.6486,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512618752,Ottawa,Ontario,CA,45.4112,-75.6981,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512614478,Halifax,Nova Scotia,CA,44.6427,-63.5769,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512586647,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512564854,Bridgewater,Nova Scotia,CA,44.3786,-64.5188,1,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,
118512548777,Lugano,Ticino,CH,46.0101,8.96,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
118512523414,Kitchener,Ontario,CA,43.4254,-80.5112,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,
118512513870,Dartmouth,Nova Scotia,CA,44.6713,-63.5772,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512445708,Seongnam-si,Gyeonggi-do,KR,37.4386,127.1378,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118512417393,Concord,Ontario,CA,43.8001,-79.4829,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,
118512371769,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512367692,Barrie,Ontario,CA,44.4001,-79.6663,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118512357704,Toledo,Ohio,US,41.6639,-83.5552,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512340713,Minneapolis,Minnesota,US,44.98,-93.2638,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512330698,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512328760,Ottawa,Ontario,CA,45.4112,-75.6981,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512317941,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512317273,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512314441,Vaughan,Ontario,CA,43.8361,-79.4983,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
118512311245,Toronto,Ontario,CA,43.7064,-79.3986,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512309120,Surrey,British Columbia,CA,49.1063,-122.8251,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118512305194,Toronto,Ontario,CA,43.5102,-79.6296,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512295085,Chatham,Ontario,CA,42.4122,-82.1849,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512277546,Brampton,Ontario,CA,43.6834,-79.7663,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512277188,Winnipeg,Manitoba,CA,49.8844,-97.147,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118512273286,Squamish,British Columbia,CA,49.6992,-123.1563,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118512272153,Sydney,Nova Scotia,CA,46.1351,-60.1831,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512268259,Fredericton,New Brunswick,CA,45.9454,-66.6656,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,engineering
118512264806,Indian Trail,North Carolina,US,35.0768,-80.6692,1,0,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,
118512259894,Hamilton,Ontario,CA,43.2501,-79.8496,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512259085,South Hill,Washington,US,47.1412,-122.2701,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118512254627,Calgary,Alberta,CA,51.0501,-114.0853,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512252912,Ottawa,Ontario,CA,45.4112,-75.6981,0,0,0,0,1,0,1,0,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,
118512248988,Orange,Massachusetts,US,42.5904,-72.3098,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512248705,Madison,Wisconsin,US,43.0356,-89.4526,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512248149,Hamilton,Ontario,CA,43.2501,-79.8496,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512243559,Wichita Falls,Texas,US,33.9137,-98.4934,0,0,0,0,0,0,0,0,independent researcher,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,
118512241833,Stratford,Ontario,CA,43.3668,-80.9497,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512240740,Victoria,British Columbia,CA,48.4359,-123.3516,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
118512240472,Mansfield,Massachusetts,US,42.0334,-71.2189,1,0,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118512240453,Dartmouth,Nova Scotia,CA,44.6713,-63.5772,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512238847,Charlottetown,Prince Edward Island,CA,46.2346,-63.1256,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512232710,Cambridge,Ontario,CA,43.3601,-80.3127,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512231607,Nanaimo,British Columbia,CA,49.1664,-123.94,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512221857,Collingwood,Ontario,CA,44.4834,-80.2164,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512219719,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,0,1,0,0,retired professor,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
118512218659,Edmonton,Alberta,CA,53.5501,-113.4687,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512216481,Toronto,Ontario,CA,43.7064,-79.3986,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,
118512214054,Vancouver,British Columbia,CA,49.2497,-123.1193,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118512213503,West Kelowna,British Columbia,CA,49.8625,-119.5833,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118512210420,Regina,Saskatchewan,CA,50.4501,-104.6178,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118512208913,Victory,New York,US,43.1973,-76.6544,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512206643,Zanesville,Ohio,US,39.9274,-82.0041,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
118512206103,Montréal,Quebec,CA,45.5088,-73.5878,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
118512197514,Stratford,Ontario,CA,43.2655,-81.1687,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118512190955,Vancouver,British Columbia,CA,49.2497,-123.1193,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512190354,Downers Grove,Illinois,US,41.8089,-88.0112,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118512176192,Rancho Santa Margarita,California,US,33.6409,-117.6031,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
