id,geo,Genealogical researcher,GLAM professional,Government employee,Legal researcher,Member of the general public,Post-secondary researcher,Student,Teacher,Other Identification,Computer Science,Digital Humanities,Education,Environment/Climate,Gender Studies,Genealogy,Geography,Health,History,Indigenous Land Claims,Indigenous Studies,Information Science,Law,Linguistics,Literature,Political Science,Other Interest
118484955793,"Nepean, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
118484884407,"Rome, Italy",0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
118484881363,"Eastern Passage, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484809876,"Brockville, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484786325,"Copenhagen, Denmark",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118484774466,"Fredericton, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484741848,"Clarks Summit, United States",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118484724579,"Regina, Canada",0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,
118484639844,"Melbourne, Australia",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484609121,"Edmonton, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484565784,"Calgary, Canada",0,0,0,0,0,0,0,0,independent researcher,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,
118484565552,"Edmonton, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484563715,"Saskatoon, Canada",0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,
118484534686,N/A,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484515246,"Hamtramck, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484501014,"St. Catharines, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484492832,"Kitchener, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484489227,"Watsonville, United States",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484459112,"Ottawa, Canada",0,0,0,0,0,0,0,0,retired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484452868,"Napanee, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484445985,"Portland, United States",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484441449,"Oxford, United Kingdom",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118484405426,"Canyon Country, United States",1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484399517,"Grimsby, Canada",1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484387662,"Toronto, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484383967,"Lincoln, United States",0,0,0,0,1,0,0,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
118484372705,"Toronto, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484369551,"Toronto, Canada",0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118484367127,"Calgary, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484363485,"Ajax, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484357967,"Corner Brook, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118484354966,"Montreal, Canada",0,0,0,0,0,0,1,0,graduate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,educational studies
118484346229,"Niles, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
118484344425,"Sackville, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484342908,"Regina, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484333758,"Toronto, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484332403,"Acton, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484325162,"St. John's, Canada",0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
118484318908,"Montreal, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484304565,"Winnipeg, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484292065,"Barrie, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
118484279393,"Duncan, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484275648,"Norwich, United Kingdom",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484275416,"Etobicoke, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484259968,"Calgary, Canada",0,0,0,0,0,0,0,0,university alumni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484255819,"Zwolle, The Netherlands",0,0,0,0,0,0,0,0,volunteer researcher canadian war cemetery,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
118484253719,"Fredericton, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484248198,"New Minas, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484241064,"Poplar, United Kingdom",1,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484239726,"Dartmouth, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484200761,"Beaverton, United States",0,0,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,
118484168087,"Kent, United States",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,religion
118484161080,"Drumheller, Canada",0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,
118484149810,"Vancouver, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,
118484140732,"Palm Springs, United States",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,arctic explorers
118484137631,"Williams Lake, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484117295,"Scarborough, Canada",0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484112447,"Regina, Canada",0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484111719,"Red Deer, Canada",0,0,0,0,1,0,0,0,"minister, born/raised in alberta.  family came in covered wagon from oklahoma and settled in alberta in 1800s.  father defended canada in wwii. .",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"history of, as well as current equality of each territory and province of canada. "
118484110397,"Weehawken, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,military history
118484102290,"Port Saint Lucie, United States",0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
118484067075,"Greater Sudbury, Canada",0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
118484059018,"Stayner, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
118484056107,"Cambridge, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
118484045341,"Temiscaming, Canada",0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,
118484043568,"Leeds, United Kingdom",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484040480,"Toronto, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484027101,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484026208,"Montreal, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484015784,"St. Albert, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484014031,"Montreal, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,journalism 
118484007836,"Campbell River, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
118484007355,"Regina, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118483983142,"Ottawa, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483977571,"Toronto, Canada",0,0,0,0,1,0,0,0,i like maps,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,i like roads
118483977466,"Seattle, United States",0,0,0,0,0,1,0,0,,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,
118483971938,"Quispamsis, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483959439,"Howell, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483955625,"Fredericton, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483951710,"Digby, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483950563,N/A,0,1,1,0,0,0,0,0,municipal library employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483947708,"London, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
118483934942,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483924660,"Attleboro, United States",1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,acadian history
118483922763,"Loretto, Canada",1,1,0,0,0,0,0,0,speaker & writer on historical topics,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,history of muskoka and of ontario
118483922361,"Vancouver, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,
118483920042,N/A,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
118483919188,"Dundas, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
118483917842,"Ossining, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483902503,N/A,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483901113,"Montreal, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483898336,"Saskatoon, Canada",0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118483871308,"Merritt, Canada",0,0,0,0,1,0,1,1,,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,
118483867604,"Peterborough, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483830297,"Truro, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483827659,"Nanaimo, Canada",0,0,0,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,
118483826009,"Woodstock, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483825203,"St. John's, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483820586,"Cassopolis, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483764464,"Fall River, Canada",0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483708669,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483705390,"Langley, Canada",0,0,0,0,0,0,0,0,indigenous researcher,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,
118483703360,"Stoney Creek, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118483680636,"Cambridge, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sports history
118483647014,"Chatham, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483643835,N/A,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483640405,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118483639384,"Oshawa, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118483639335,"Sturgeon Falls, Canada",0,0,0,0,1,0,0,0,,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,
118483631534,"Regina, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
118483625383,"Toronto, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,religious studies
118483616894,"Kitchener, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483600182,"Winnipeg, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483598812,"Brandon, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,
118483579143,"Montreal, Canada",0,0,0,0,0,0,0,0,architect heritage ,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,
118483564193,"Collingwood, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483551541,N/A,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118483544612,"Toronto, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483536174,"Woodbridge, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
118483531901,"Kingston, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483531866,"Airdrie, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
118483523308,"Fenelon Falls, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483497153,"Pensacola, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483489737,"Penticton, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,military
118483461146,"Edmonton, Canada",0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483449805,"Collingwood, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483447758,"Vancouver, Canada",0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
118483440238,"Summerland, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483431202,"West Paris, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
118483423493,"Toronto, Canada",0,1,0,0,0,0,0,0,analyst-library of parliament,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,parliament documents
118483417316,"London, Canada",1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483393825,"Oakville, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483393200,"St. John's, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
118483374767,"Walkerton, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118483374541,"Kamloops, Canada",0,0,0,0,0,0,0,0,author of early bc and canadian history,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,book-in-progress: who wrote the 1876 indian act?
118483358422,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483348870,N/A,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483348050,"Mitchell/Ontario, Canada",0,1,0,0,0,0,0,0,librarian,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,local history
118483343490,N/A,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483332010,"Ottawa, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,humanities
118483233081,"Seattle, United States",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483232172,"Scarborough, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483215564,"Montreal, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,urban studies
118483212915,"Scarborough, Canada",1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483198203,"Hoffman, United States",0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483197151,"Oakville, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483179869,"London, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,baseball
118483168262,"Toronto, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118483121435,N/A,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483100700,N/A,1,0,0,0,1,1,0,0,retired,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483073966,"Brockville, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
118483066098,"Kingston, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118483062828,"Winnipeg, Canada",0,0,0,0,0,0,1,0,,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,
118483050925,"Toronto, Canada",1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483018527,"Fredericton, Canada",0,1,0,0,0,0,0,0,library assistant ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118482986956,"Saint John, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118482983158,"Milverton, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482971651,"Montreal, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,
118482924591,"Paddle Prairie, Canada",0,0,0,0,0,0,0,0, missing aircraft?   1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,missing aircraft?   1996
118482875902,"St. Stephen, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118482817224,"Surrey, Canada",0,0,0,0,0,0,1,0,,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,
118482746962,"Gatineau, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118482730976,"Waterloo, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,communications 
118482700856,"Woodstock, Canada",1,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118482699247,"Calgary, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118482676526,"Québec, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482672116,N/A,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482663862,"Verdun, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482659166,"Saskatoon, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118482653927,"Toronto, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118482653723,"Toronto, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118482646949,"Ellicott City, United States",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482632592,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118482630451,"St. Stephen, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118482629591,"Greater Sudbury, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482619545,"Brandon, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482603142,"Ottawa, Canada",0,0,0,0,0,0,0,0,independent historial researcher,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
118482575685,"Mississauga, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home children from barnardo homes in england
118482568315,"Ottawa, Canada",0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,
118482562274,"Seixal, Portugal",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118482534870,"Regina, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118482534091,"Kitchener, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118482525403,N/A,0,0,0,0,0,0,0,0,looking for sports leagues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sports, leagues"
118482508351,"Calgary, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
118482486284,"Picton, Canada",0,0,0,0,0,0,0,0,writer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482485565,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482482627,"Montreal, Canada",0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482482302,"Penticton, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118482461664,"Scarborough, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118482460689,N/A,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,
118482458192,"Toronto, Canada",0,0,0,0,0,0,0,0,editor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482440311,"Middle Sackville, Canada",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482438948,"Toronto, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482436902,N/A,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118482432938,N/A,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118482431823,"Richibucto, Canada",1,0,0,0,0,0,0,0,amateur genealogist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118482431600,N/A,0,0,0,0,0,0,0,0,curious,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,
118482431169,"North Vancouver, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482428310,"Warkworth, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
118482420270,"Cambridge, Canada",0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118482415189,"Beaconsfield, Canada",1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118482412892,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118482399681,"Ottawa, Canada",0,1,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,
118482398528,N/A,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,
118482382960,N/A,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,
118482376327,"London, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482376230,"Montreal, Canada",0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118482374867,"Edmonton, Canada",0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
